round,game_no,player_first,player_second,result
505,5050,16,5,w
506,5051,14,3,l
506,5052,11,4,w
506,5053,12,19,l
506,5054,15,17,w
506,5055,1,9,l
506,5056,13,20,l
506,5057,7,18,l
506,5058,6,8,l
506,5059,10,16,l
506,5060,2,5,w
507,5061,14,3,w
507,5062,11,4,l
507,5063,12,19,l
507,5064,15,17,l
507,5065,1,9,w
507,5066,20,13,w
507,5067,7,18,w
507,5068,8,16,l
507,5069,2,6,l
507,5070,10,5,w
508,5071,14,3,w
508,5072,11,4,w
508,5073,19,12,w
508,5074,15,17,w
508,5075,1,20,w
508,5076,9,7,w
508,5077,13,16,l
508,5078,18,6,w
508,5079,8,10,w
508,5080,2,5,w
509,5081,14,11,l
509,5082,3,19,l
509,5083,4,12,l
509,5084,15,1,w
509,5085,17,9,w
509,5086,20,7,l
509,5087,13,16,w
509,5088,18,8,w
509,5089,2,6,l
509,5090,10,5,w
510,5091,14,11,w
510,5092,19,3,l
510,5093,4,12,w
510,5094,15,17,l
510,5095,1,9,l
510,5096,20,7,l
510,5097,13,18,w
510,5098,16,6,w
510,5099,8,10,l
510,5100,2,5,w
511,5101,14,11,l
511,5102,3,19,l
511,5103,4,12,w
511,5104,15,17,l
511,5105,1,9,l
511,5106,7,13,l
511,5107,20,16,w
511,5108,18,10,w
511,5109,2,6,w
511,5110,8,5,w
512,5111,14,11,l
512,5112,19,3,w
512,5113,4,12,l
512,5114,15,17,w
512,5115,1,9,l
512,5116,13,20,w
512,5117,7,18,w
512,5118,16,2,w
512,5119,8,10,w
512,5120,6,5,w
513,5121,14,11,w
513,5122,19,3,w
513,5123,4,12,w
513,5124,15,17,w
513,5125,9,1,l
513,5126,13,7,l
513,5127,20,16,w
513,5128,18,8,l
513,5129,2,6,w
513,5130,10,5,w
514,5131,14,11,l
514,5132,19,4,w
514,5133,3,12,w
514,5134,15,17,w
514,5135,1,9,l
514,5136,7,13,w
514,5137,20,8,w
514,5138,16,18,w
514,5139,2,10,l
514,5140,6,5,l
515,5141,14,11,w
515,5142,19,3,w
515,5143,4,15,w
515,5144,12,17,w
515,5145,9,1,l
515,5146,7,20,l
515,5147,13,16,l
515,5148,8,10,l
515,5149,18,2,l
515,5150,6,5,w
516,5151,14,19,l
516,5152,11,4,l
516,5153,3,12,l
516,5154,15,17,l
516,5155,1,9,l
516,5156,20,7,l
516,5157,13,16,w
516,5158,10,2,w
516,5159,8,18,l
516,5160,6,5,l
517,5161,14,19,w
517,5162,11,4,w
517,5163,3,12,l
517,5164,15,17,l
517,5165,9,1,l
517,5166,7,20,w
517,5167,13,10,w
517,5168,16,18,l
517,5169,2,8,l
517,5170,6,5,l
518,5171,14,19,w
518,5172,11,4,l
518,5173,12,3,l
518,5174,15,17,l
518,5175,1,7,l
518,5176,9,13,w
518,5177,20,10,w
518,5178,16,18,w
518,5179,8,2,w
518,5180,6,5,w
519,5181,14,19,w
519,5182,11,4,l
519,5183,3,12,l
519,5184,15,17,w
519,5185,7,9,w
519,5186,1,20,l
519,5187,13,16,l
519,5188,8,10,w
519,5189,18,2,l
519,5190,6,5,l
520,5191,14,19,w
520,5192,4,11,w
520,5193,12,3,w
520,5194,15,17,l
520,5195,7,9,l
520,5196,20,1,l
520,5197,13,16,w
520,5198,8,10,w
520,5199,18,2,l
520,5200,6,5,w
521,5201,14,4,l
521,5202,19,11,w
521,5203,12,3,l
521,5204,15,17,l
521,5205,7,9,w
521,5206,1,20,l
521,5207,13,8,w
521,5208,16,2,l
521,5209,10,18,l
521,5210,6,5,w
522,5211,14,4,l
522,5212,19,11,w
522,5213,12,3,l
522,5214,15,17,l
522,5215,7,9,w
522,5216,20,1,l
522,5217,13,8,w
522,5218,16,2,w
522,5219,18,6,l
522,5220,10,5,l
523,5221,14,4,w
523,5222,19,11,w
523,5223,3,12,l
523,5224,15,17,w
523,5225,7,1,l
523,5226,9,13,l
523,5227,20,16,l
523,5228,8,2,w
523,5229,6,18,w
523,5230,10,5,w
524,5231,14,19,w
524,5232,4,11,l
524,5233,12,3,w
524,5234,15,17,l
524,5235,7,1,w
524,5236,13,9,l
524,5237,20,16,w
524,5238,8,6,w
524,5239,2,10,l
524,5240,18,5,w
525,5241,14,19,l
525,5242,4,11,w
525,5243,12,3,l
525,5244,15,17,w
525,5245,7,1,w
525,5246,9,13,w
525,5247,20,8,l
525,5248,16,6,w
525,5249,10,18,w
525,5250,2,5,w
526,5251,14,19,w
526,5252,4,11,l
526,5253,12,3,w
526,5254,15,17,l
526,5255,7,9,l
526,5256,1,13,w
526,5257,20,8,l
526,5258,16,10,l
526,5259,2,6,w
526,5260,18,5,w
527,5261,14,19,w
527,5262,4,11,w
527,5263,12,3,w
527,5264,15,17,w
527,5265,7,9,l
527,5266,1,13,l
527,5267,20,8,w
527,5268,16,10,w
527,5269,2,18,w
527,5270,6,5,l
528,5271,14,4,l
528,5272,19,12,w
528,5273,11,3,l
528,5274,15,17,l
528,5275,7,9,w
528,5276,1,13,w
528,5277,20,8,w
528,5278,16,2,l
528,5279,10,18,w
528,5280,6,5,w
529,5281,14,4,l
529,5282,19,12,w
529,5283,11,3,l
529,5284,15,17,w
529,5285,7,9,w
529,5286,1,20,l
529,5287,13,8,l
529,5288,16,2,w
529,5289,10,6,w
529,5290,18,5,w
530,5291,14,4,l
530,5292,19,12,w
530,5293,3,11,w
530,5294,15,17,w
530,5295,7,9,l
530,5296,20,1,l
530,5297,13,8,l
530,5298,16,10,w
530,5299,2,18,l
530,5300,6,5,w
531,5301,14,4,w
531,5302,19,3,w
531,5303,12,11,l
531,5304,15,17,l
531,5305,7,9,l
531,5306,1,20,w
531,5307,13,8,w
531,5308,16,10,l
531,5309,2,18,w
531,5310,6,5,l
532,5311,14,19,l
532,5312,4,3,l
532,5313,11,12,l
532,5314,15,17,w
532,5315,7,9,w
532,5316,1,20,l
532,5317,13,8,w
532,5318,16,10,w
532,5319,2,18,l
532,5320,6,5,l
533,5321,14,19,w
533,5322,4,3,l
533,5323,12,11,l
533,5324,15,17,w
533,5325,7,9,w
533,5326,1,20,w
533,5327,13,16,l
533,5328,8,10,w
533,5329,2,18,l
533,5330,6,5,w
534,5331,14,19,l
534,5332,4,3,w
534,5333,11,12,l
534,5334,15,7,l
534,5335,17,1,w
534,5336,9,20,w
534,5337,13,16,l
534,5338,8,10,l
534,5339,18,2,l
534,5340,6,5,w
535,5341,14,19,w
535,5342,4,3,w
535,5343,12,11,w
535,5344,15,7,w
535,5345,17,9,l
535,5346,1,20,l
535,5347,13,16,w
535,5348,8,10,w
535,5349,2,18,w
535,5350,6,5,w
536,5351,14,19,l
536,5352,4,12,w
536,5353,3,11,w
536,5354,15,7,w
536,5355,17,9,l
536,5356,1,20,w
536,5357,13,16,w
536,5358,8,2,w
536,5359,10,6,w
536,5360,18,5,w
537,5361,14,19,w
537,5362,4,3,l
537,5363,12,15,w
537,5364,11,7,l
537,5365,9,17,l
537,5366,1,13,l
537,5367,20,8,l
537,5368,16,10,w
537,5369,2,18,w
537,5370,6,5,w
538,5371,14,19,l
538,5372,4,3,w
538,5373,12,15,w
538,5374,11,7,l
538,5375,17,9,l
538,5376,1,13,w
538,5377,20,8,w
538,5378,16,2,l
538,5379,10,6,w
538,5380,18,5,l
539,5381,14,19,w
539,5382,4,12,l
539,5383,3,15,l
539,5384,11,7,w
539,5385,9,17,w
539,5386,1,13,w
539,5387,20,8,w
539,5388,16,2,l
539,5389,10,6,l
539,5390,18,5,w
540,5391,14,19,w
540,5392,4,12,l
540,5393,3,15,w
540,5394,11,7,w
540,5395,9,17,l
540,5396,1,20,w
540,5397,13,8,l
540,5398,16,2,w
540,5399,10,6,l
540,5400,18,5,l
541,5401,14,19,l
541,5402,4,12,w
541,5403,3,11,l
541,5404,15,7,l
541,5405,9,17,l
541,5406,1,20,w
541,5407,13,8,l
541,5408,16,2,l
541,5409,6,10,w
541,5410,18,5,w
542,5411,14,19,w
542,5412,4,12,l
542,5413,3,11,w
542,5414,15,7,l
542,5415,17,1,l
542,5416,9,20,l
542,5417,13,8,w
542,5418,16,2,w
542,5419,6,10,w
542,5420,18,5,w
543,5421,14,19,w
543,5422,4,12,l
543,5423,3,11,l
543,5424,15,7,l
543,5425,1,17,w
543,5426,9,20,w
543,5427,13,8,w
543,5428,16,2,w
543,5429,6,18,w
543,5430,10,5,w
544,5431,14,19,w
544,5432,4,12,w
544,5433,3,11,w
544,5434,7,15,l
544,5435,1,9,l
544,5436,17,13,l
544,5437,20,16,l
544,5438,8,6,w
544,5439,2,10,l
544,5440,18,5,w
545,5441,14,4,l
545,5442,19,12,w
545,5443,3,11,l
545,5444,15,7,l
545,5445,1,9,w
545,5446,17,13,l
545,5447,20,16,l
545,5448,8,6,w
545,5449,2,10,w
545,5450,18,5,w
546,5451,14,4,l
546,5452,19,12,l
546,5453,3,11,l
546,5454,7,15,w
546,5455,1,9,w
546,5456,17,13,l
546,5457,20,16,l
546,5458,8,2,w
546,5459,6,18,w
546,5460,10,5,w
547,5461,14,4,l
547,5462,19,12,w
547,5463,3,11,w
547,5464,7,1,w
547,5465,15,9,l
547,5466,13,17,w
547,5467,16,20,l
547,5468,8,6,w
547,5469,2,10,l
547,5470,18,5,w
548,5471,14,4,w
548,5472,19,12,w
548,5473,3,11,w
548,5474,7,1,l
548,5475,15,9,w
548,5476,13,17,l
548,5477,20,8,l
548,5478,16,6,l
548,5479,10,18,w
548,5480,2,5,w
549,5481,14,4,l
549,5482,19,12,w
549,5483,3,11,w
549,5484,7,1,l
549,5485,15,9,w
549,5486,13,17,l
549,5487,8,20,l
549,5488,16,6,l
549,5489,10,2,w
549,5490,18,5,w
550,5491,14,4,l
550,5492,19,3,l
550,5493,12,11,l
550,5494,1,7,l
550,5495,15,9,w
550,5496,17,13,w
550,5497,20,8,l
550,5498,16,6,l
550,5499,10,18,l
550,5500,2,5,w
551,5501,14,4,w
551,5502,19,3,l
551,5503,12,11,l
551,5504,7,15,l
551,5505,1,17,l
551,5506,9,13,l
551,5507,8,20,w
551,5508,16,6,l
551,5509,10,18,w
551,5510,2,5,w
552,5511,14,4,l
552,5512,19,3,w
552,5513,12,11,l
552,5514,15,7,l
552,5515,1,17,w
552,5516,9,13,w
552,5517,8,20,l
552,5518,6,16,l
552,5519,10,2,w
552,5520,18,5,w
553,5521,14,4,w
553,5522,19,3,w
553,5523,11,12,l
553,5524,7,15,l
553,5525,1,17,l
553,5526,9,13,w
553,5527,8,20,w
553,5528,16,6,l
553,5529,10,18,l
553,5530,2,5,w
554,5531,14,4,w
554,5532,19,3,l
554,5533,12,11,l
554,5534,15,7,w
554,5535,1,17,w
554,5536,9,13,l
554,5537,8,20,w
554,5538,6,16,l
554,5539,10,18,l
554,5540,2,5,w
555,5541,14,4,l
555,5542,19,3,w
555,5543,11,12,w
555,5544,15,1,l
555,5545,7,17,w
555,5546,9,13,w
555,5547,8,20,l
555,5548,16,6,l
555,5549,18,2,w
555,5550,10,5,w
556,5551,14,4,l
556,5552,19,3,w
556,5553,11,12,l
556,5554,15,1,l
556,5555,7,9,w
556,5556,17,13,w
556,5557,8,20,l
556,5558,6,16,l
556,5559,18,10,l
556,5560,2,5,w
557,5561,14,4,l
557,5562,19,3,w
557,5563,11,12,w
557,5564,1,7,w
557,5565,15,17,w
557,5566,9,13,l
557,5567,8,20,l
557,5568,16,6,w
557,5569,10,18,l
557,5570,2,5,l
558,5571,14,4,w
558,5572,19,3,w
558,5573,11,12,l
558,5574,1,15,w
558,5575,7,17,l
558,5576,9,13,w
558,5577,20,8,l
558,5578,16,18,l
558,5579,6,10,l
558,5580,2,5,w
559,5581,14,19,l
559,5582,4,3,l
559,5583,11,12,w
559,5584,1,15,l
559,5585,7,17,l
559,5586,9,13,l
559,5587,8,20,l
559,5588,16,18,w
559,5589,10,2,w
559,5590,6,5,w
560,5591,14,19,w
560,5592,4,3,l
560,5593,11,12,l
560,5594,1,15,w
560,5595,7,17,l
560,5596,9,13,w
560,5597,20,8,w
560,5598,16,10,l
560,5599,18,6,l
560,5600,2,5,l
561,5601,14,19,w
561,5602,4,3,w
561,5603,11,12,w
561,5604,1,15,w
561,5605,7,17,w
561,5606,9,13,l
561,5607,20,8,l
561,5608,10,16,w
561,5609,6,18,l
561,5610,2,5,l
562,5611,14,19,l
562,5612,4,3,w
562,5613,11,1,w
562,5614,12,15,w
562,5615,7,17,w
562,5616,9,13,l
562,5617,20,8,l
562,5618,10,16,w
562,5619,18,6,w
562,5620,2,5,w
563,5621,14,19,l
563,5622,4,11,l
563,5623,3,12,l
563,5624,1,7,w
563,5625,15,17,w
563,5626,9,13,w
563,5627,8,20,w
563,5628,10,18,l
563,5629,16,6,w
563,5630,2,5,w
564,5631,14,19,l
564,5632,4,11,l
564,5633,12,1,w
564,5634,3,15,l
564,5635,7,17,l
564,5636,9,13,w
564,5637,8,20,w
564,5638,10,18,l
564,5639,16,2,l
564,5640,6,5,l
565,5641,14,19,w
565,5642,4,11,w
565,5643,12,1,l
565,5644,3,15,w
565,5645,7,17,l
565,5646,9,8,w
565,5647,13,18,w
565,5648,20,10,w
565,5649,16,2,l
565,5650,6,5,l
566,5651,14,19,w
566,5652,4,11,l
566,5653,12,1,l
566,5654,3,15,w
566,5655,7,17,l
566,5656,9,13,l
566,5657,8,20,w
566,5658,18,10,l
566,5659,2,16,l
566,5660,6,5,w
567,5661,14,19,w
567,5662,4,11,w
567,5663,1,3,l
567,5664,12,15,w
567,5665,17,7,l
567,5666,9,13,w
567,5667,8,20,w
567,5668,10,18,l
567,5669,16,2,l
567,5670,6,5,w
568,5671,14,19,w
568,5672,4,11,w
568,5673,3,12,w
568,5674,1,15,l
568,5675,7,17,w
568,5676,9,8,l
568,5677,13,18,w
568,5678,20,10,w
568,5679,2,16,w
568,5680,6,5,l
569,5681,14,4,l
569,5682,19,3,l
569,5683,11,12,w
569,5684,1,15,w
569,5685,7,17,l
569,5686,9,8,w
569,5687,13,20,w
569,5688,18,2,l
569,5689,10,16,w
569,5690,6,5,w
570,5691,14,4,w
570,5692,19,3,l
570,5693,11,1,w
570,5694,12,15,l
570,5695,7,17,l
570,5696,9,13,l
570,5697,8,20,w
570,5698,2,10,l
570,5699,18,6,l
570,5700,16,5,w
571,5701,14,4,l
571,5702,19,3,w
571,5703,11,1,l
571,5704,12,15,l
571,5705,17,7,l
571,5706,9,13,w
571,5707,8,10,l
571,5708,20,2,l
571,5709,18,6,w
571,5710,16,5,w
572,5711,14,4,l
572,5712,19,3,l
572,5713,11,1,w
572,5714,12,15,w
572,5715,7,17,l
572,5716,9,13,w
572,5717,8,10,l
572,5718,2,18,w
572,5719,20,16,w
572,5720,6,5,l
573,5721,14,4,w
573,5722,19,3,w
573,5723,11,1,w
573,5724,12,15,l
573,5725,17,7,l
573,5726,9,13,w
573,5727,8,10,w
573,5728,2,20,l
573,5729,18,16,w
573,5730,6,5,l
574,5731,14,4,l
574,5732,19,11,w
574,5733,3,1,w
574,5734,12,15,l
574,5735,7,9,w
574,5736,17,8,w
574,5737,13,10,w
574,5738,20,2,w
574,5739,18,16,l
574,5740,6,5,l
575,5741,14,4,w
575,5742,19,3,w
575,5743,11,1,l
575,5744,12,15,l
575,5745,7,17,w
575,5746,9,13,l
575,5747,8,20,w
575,5748,10,2,w
575,5749,18,16,l
575,5750,6,5,l
576,5751,14,4,w
576,5752,19,3,l
576,5753,11,1,w
576,5754,15,12,w
576,5755,7,17,w
576,5756,9,13,w
576,5757,8,10,l
576,5758,20,2,w
576,5759,16,18,l
576,5760,6,5,l
577,5761,14,4,w
577,5762,19,3,l
577,5763,11,15,l
577,5764,1,7,w
577,5765,12,9,l
577,5766,17,13,l
577,5767,8,10,l
577,5768,20,18,w
577,5769,2,16,w
577,5770,6,5,w
578,5771,14,4,w
578,5772,19,3,w
578,5773,11,15,w
578,5774,1,7,w
578,5775,12,9,l
578,5776,17,13,w
578,5777,8,10,l
578,5778,20,2,w
578,5779,18,16,w
578,5780,6,5,w
579,5781,14,19,l
579,5782,4,3,l
579,5783,11,1,l
579,5784,15,7,w
579,5785,9,12,l
579,5786,17,13,w
579,5787,8,10,w
579,5788,20,18,w
579,5789,2,16,l
579,5790,6,5,w
580,5791,14,19,w
580,5792,4,3,w
580,5793,11,1,w
580,5794,15,12,l
580,5795,7,9,w
580,5796,17,13,l
580,5797,8,20,l
580,5798,10,18,l
580,5799,2,16,w
580,5800,6,5,w
581,5801,14,19,l
581,5802,4,3,l
581,5803,11,1,l
581,5804,15,12,l
581,5805,7,9,w
581,5806,17,13,l
581,5807,20,8,w
581,5808,10,18,w
581,5809,2,6,l
581,5810,16,5,w
582,5811,14,19,l
582,5812,4,3,w
582,5813,11,1,w
582,5814,15,12,l
582,5815,7,9,w
582,5816,17,13,l
582,5817,20,8,w
582,5818,10,18,l
582,5819,2,6,w
582,5820,16,5,l
583,5821,14,19,w
583,5822,4,3,w
583,5823,11,1,w
583,5824,12,15,w
583,5825,7,9,l
583,5826,13,17,w
583,5827,20,8,w
583,5828,10,18,l
583,5829,2,6,w
583,5830,16,5,l
584,5831,14,19,l
584,5832,4,11,w
584,5833,3,1,w
584,5834,12,15,l
584,5835,7,9,w
584,5836,13,17,l
584,5837,20,8,l
584,5838,10,18,l
584,5839,2,6,w
584,5840,16,5,w
585,5841,14,19,w
585,5842,4,3,l
585,5843,11,1,w
585,5844,12,15,w
585,5845,7,9,w
585,5846,13,17,l
585,5847,20,8,l
585,5848,10,18,w
585,5849,2,16,w
585,5850,6,5,w
586,5851,14,19,w
586,5852,4,3,l
586,5853,11,12,l
586,5854,1,7,w
586,5855,15,17,l
586,5856,9,13,l
586,5857,20,8,l
586,5858,10,2,l
586,5859,18,6,w
586,5860,16,5,w
587,5861,14,19,w
587,5862,4,3,w
587,5863,11,12,w
587,5864,1,7,w
587,5865,15,17,w
587,5866,13,9,l
587,5867,20,8,w
587,5868,2,10,w
587,5869,18,16,w
587,5870,6,5,w
588,5871,14,4,w
588,5872,19,3,w
588,5873,11,1,w
588,5874,12,15,l
588,5875,7,17,w
588,5876,9,13,l
588,5877,20,8,w
588,5878,2,18,w
588,5879,10,6,w
588,5880,16,5,w
589,5881,14,19,l
589,5882,4,11,l
589,5883,3,1,w
589,5884,12,15,l
589,5885,7,13,w
589,5886,17,9,w
589,5887,20,2,l
589,5888,8,10,l
589,5889,18,16,l
589,5890,6,5,w
590,5891,14,19,l
590,5892,4,11,l
590,5893,3,15,w
590,5894,1,7,l
590,5895,12,17,l
590,5896,13,9,l
590,5897,20,2,w
590,5898,8,10,w
590,5899,18,16,w
590,5900,6,5,w
591,5901,14,19,l
591,5902,4,11,w
591,5903,3,7,w
591,5904,15,1,w
591,5905,12,17,l
591,5906,9,13,l
591,5907,20,2,w
591,5908,8,10,l
591,5909,18,6,w
591,5910,16,5,w
592,5911,14,19,w
592,5912,4,3,w
592,5913,11,15,l
592,5914,7,1,w
592,5915,12,17,w
592,5916,13,20,w
592,5917,9,2,w
592,5918,8,10,w
592,5919,18,16,l
592,5920,6,5,l
593,5921,14,19,w
593,5922,4,3,w
593,5923,11,15,l
593,5924,7,12,l
593,5925,1,17,w
593,5926,13,9,w
593,5927,20,8,w
593,5928,2,10,l
593,5929,18,16,l
593,5930,6,5,w
594,5931,14,19,l
594,5932,4,3,w
594,5933,11,15,l
594,5934,7,12,l
594,5935,1,13,w
594,5936,17,20,l
594,5937,9,8,l
594,5938,10,2,w
594,5939,18,16,l
594,5940,6,5,w
595,5941,14,19,l
595,5942,4,3,w
595,5943,11,15,w
595,5944,12,1,w
595,5945,7,13,l
595,5946,17,20,l
595,5947,9,8,w
595,5948,10,2,l
595,5949,16,18,l
595,5950,6,5,w
596,5951,14,19,w
596,5952,4,11,l
596,5953,3,15,w
596,5954,12,1,w
596,5955,7,13,l
596,5956,20,17,l
596,5957,9,8,w
596,5958,10,2,w
596,5959,18,16,w
596,5960,6,5,w
597,5961,14,19,w
597,5962,4,11,l
597,5963,3,12,l
597,5964,15,1,w
597,5965,7,13,l
597,5966,17,20,w
597,5967,9,10,w
597,5968,8,18,w
597,5969,2,6,w
597,5970,16,5,l
598,5971,14,19,l
598,5972,4,11,w
598,5973,3,12,l
598,5974,15,1,l
598,5975,7,13,w
598,5976,17,9,w
598,5977,20,8,l
598,5978,10,2,w
598,5979,18,6,w
598,5980,16,5,w
599,5981,14,19,l
599,5982,4,11,w
599,5983,3,12,l
599,5984,15,1,l
599,5985,7,13,l
599,5986,17,9,l
599,5987,20,8,l
599,5988,10,18,w
599,5989,2,16,l
599,5990,6,5,w
600,5991,14,19,w
600,5992,4,11,l
600,5993,3,12,l
600,5994,15,1,w
600,5995,7,13,w
600,5996,17,9,w
600,5997,20,8,l
600,5998,10,18,w
600,5999,2,16,w
600,6000,6,5,w
601,6001,14,19,w
601,6002,4,11,l
601,6003,12,3,w
601,6004,15,1,w
601,6005,7,13,l
601,6006,17,9,l
601,6007,20,8,w
601,6008,10,2,l
601,6009,18,6,w
601,6010,16,5,w
602,6011,14,19,l
602,6012,4,11,l
602,6013,12,3,l
602,6014,15,1,l
602,6015,7,13,l
602,6016,17,9,w
602,6017,20,8,l
602,6018,10,2,l
602,6019,18,16,w
602,6020,6,5,w
603,6021,14,19,l
603,6022,4,11,w
603,6023,12,3,l
603,6024,15,1,w
603,6025,13,7,l
603,6026,17,9,w
603,6027,20,8,l
603,6028,10,2,w
603,6029,18,6,w
603,6030,16,5,w
604,6031,14,19,w
604,6032,4,11,l
604,6033,3,12,l
604,6034,15,1,l
604,6035,7,13,l
604,6036,17,9,w
604,6037,8,20,l
604,6038,10,18,l
604,6039,2,16,w
604,6040,6,5,w
605,6041,14,19,w
605,6042,4,11,l
605,6043,12,3,l
605,6044,15,1,w
605,6045,13,17,w
605,6046,7,9,w
605,6047,20,8,l
605,6048,10,18,l
605,6049,2,6,l
605,6050,16,5,l
606,6051,14,19,w
606,6052,4,11,l
606,6053,3,12,w
606,6054,15,13,l
606,6055,1,7,w
606,6056,17,8,l
606,6057,9,20,w
606,6058,18,10,w
606,6059,2,6,w
606,6060,16,5,w
607,6061,14,19,w
607,6062,4,11,l
607,6063,3,12,l
607,6064,15,13,w
607,6065,1,7,l
607,6066,17,8,l
607,6067,9,18,w
607,6068,20,2,w
607,6069,10,6,l
607,6070,16,5,w
608,6071,14,19,w
608,6072,11,4,w
608,6073,3,12,w
608,6074,15,13,w
608,6075,1,7,l
608,6076,17,8,l
608,6077,9,20,l
608,6078,18,2,l
608,6079,10,6,w
608,6080,16,5,l
609,6081,14,11,w
609,6082,19,4,w
609,6083,3,12,w
609,6084,15,7,l
609,6085,13,1,l
609,6086,17,8,l
609,6087,9,20,w
609,6088,18,2,w
609,6089,10,6,w
609,6090,16,5,w
610,6091,14,19,w
610,6092,11,4,l
610,6093,3,12,w
610,6094,15,7,w
610,6095,1,13,w
610,6096,8,17,w
610,6097,9,20,w
610,6098,18,10,w
610,6099,2,16,l
610,6100,6,5,w
611,6101,14,19,l
611,6102,11,4,w
611,6103,3,15,w
611,6104,12,1,w
611,6105,7,13,l
611,6106,8,9,w
611,6107,17,18,w
611,6108,20,10,w
611,6109,2,16,l
611,6110,6,5,w
612,6111,14,19,w
612,6112,11,4,w
612,6113,3,12,w
612,6114,15,1,w
612,6115,7,13,w
612,6116,8,17,l
612,6117,9,20,w
612,6118,18,10,w
612,6119,16,2,w
612,6120,6,5,l
613,6121,14,11,l
613,6122,19,3,l
613,6123,4,15,w
613,6124,12,7,w
613,6125,1,13,w
613,6126,8,17,w
613,6127,9,18,w
613,6128,20,16,w
613,6129,10,2,l
613,6130,6,5,w
614,6131,14,11,w
614,6132,19,3,w
614,6133,4,12,l
614,6134,15,1,w
614,6135,7,8,w
614,6136,13,9,l
614,6137,17,20,w
614,6138,18,16,l
614,6139,2,6,w
614,6140,10,5,l
615,6141,14,11,w
615,6142,19,3,w
615,6143,4,12,w
615,6144,15,7,l
615,6145,1,8,w
615,6146,9,13,w
615,6147,17,20,w
615,6148,18,16,l
615,6149,2,6,w
615,6150,10,5,l
616,6151,14,19,l
616,6152,11,4,w
616,6153,3,12,l
616,6154,15,7,w
616,6155,1,9,l
616,6156,17,8,l
616,6157,13,20,w
616,6158,16,18,l
616,6159,2,6,l
616,6160,10,5,w
617,6161,14,19,l
617,6162,11,4,l
617,6163,3,12,w
617,6164,15,7,l
617,6165,1,9,l
617,6166,8,13,w
617,6167,17,18,w
617,6168,20,16,w
617,6169,2,6,w
617,6170,10,5,w
618,6171,14,19,w
618,6172,11,4,l
618,6173,3,12,w
618,6174,15,7,w
618,6175,9,1,l
618,6176,8,17,l
618,6177,13,20,w
618,6178,18,2,w
618,6179,16,10,w
618,6180,6,5,w
619,6181,14,19,l
619,6182,11,4,l
619,6183,3,15,w
619,6184,12,7,l
619,6185,1,9,w
619,6186,17,8,w
619,6187,13,18,w
619,6188,20,16,w
619,6189,2,6,l
619,6190,10,5,l
620,6191,14,19,l
620,6192,4,11,w
620,6193,3,15,l
620,6194,12,7,w
620,6195,1,17,w
620,6196,9,13,w
620,6197,8,20,l
620,6198,18,16,l
620,6199,2,6,l
620,6200,10,5,w
621,6201,14,19,w
621,6202,4,11,l
621,6203,3,15,w
621,6204,12,1,w
621,6205,7,9,w
621,6206,17,13,w
621,6207,8,20,w
621,6208,16,18,l
621,6209,6,2,l
621,6210,10,5,w
622,6211,14,19,l
622,6212,4,11,w
622,6213,3,12,w
622,6214,15,7,l
622,6215,1,17,l
622,6216,9,8,w
622,6217,13,20,l
622,6218,18,16,l
622,6219,2,6,l
622,6220,10,5,w
623,6221,14,19,w
623,6222,4,3,l
623,6223,11,12,w
623,6224,15,7,w
623,6225,17,1,w
623,6226,9,8,l
623,6227,13,20,l
623,6228,16,18,w
623,6229,6,10,l
623,6230,2,5,w
624,6231,14,19,w
624,6232,3,4,w
624,6233,11,15,l
624,6234,12,7,w
624,6235,17,1,l
624,6236,9,8,w
624,6237,13,20,l
624,6238,16,10,w
624,6239,18,2,w
624,6240,6,5,w
625,6241,14,19,w
625,6242,3,4,w
625,6243,11,15,l
625,6244,12,7,w
625,6245,17,1,l
625,6246,9,8,l
625,6247,13,20,l
625,6248,16,18,w
625,6249,6,10,w
625,6250,2,5,w
626,6251,14,19,w
626,6252,3,4,w
626,6253,11,15,w
626,6254,12,1,l
626,6255,7,17,l
626,6256,9,8,l
626,6257,20,13,w
626,6258,16,6,l
626,6259,18,2,l
626,6260,10,5,l
627,6261,14,3,w
627,6262,19,11,w
627,6263,4,15,w
627,6264,12,1,l
627,6265,17,7,w
627,6266,8,9,l
627,6267,20,13,w
627,6268,16,6,w
627,6269,2,18,l
627,6270,10,5,w
628,6271,14,19,l
628,6272,3,4,w
628,6273,11,15,w
628,6274,12,1,w
628,6275,17,7,l
628,6276,9,8,l
628,6277,20,13,l
628,6278,16,6,w
628,6279,18,2,w
628,6280,10,5,w
629,6281,14,19,l
629,6282,3,11,w
629,6283,4,12,w
629,6284,15,1,l
629,6285,17,7,w
629,6286,8,9,l
629,6287,20,13,w
629,6288,16,18,w
629,6289,6,10,w
629,6290,2,5,l
630,6291,14,19,w
630,6292,3,4,w
630,6293,11,12,l
630,6294,15,1,l
630,6295,17,7,w
630,6296,9,8,l
630,6297,20,16,w
630,6298,13,6,w
630,6299,18,10,w
630,6300,2,5,w
631,6301,14,3,l
631,6302,19,4,w
631,6303,11,12,l
631,6304,15,1,w
631,6305,17,7,w
631,6306,8,9,l
631,6307,20,13,l
631,6308,16,18,l
631,6309,6,2,w
631,6310,10,5,l
632,6311,14,3,l
632,6312,19,4,w
632,6313,11,12,l
632,6314,15,17,l
632,6315,1,9,l
632,6316,7,8,l
632,6317,20,13,w
632,6318,16,18,l
632,6319,6,2,l
632,6320,10,5,w
